goal,pledged,state,country,currency,deadline,launched_at,staff_pick,backers_count,spotlight,percent_funded,Average_Donation,Category_and_Sub_Category,Category,Sub_Category,Data_Created_Conversion,Data_Ended_Conversion
800,1036,successful,US,USD,1369958400,1367286434,FALSE,37,TRUE,129.5,28,music/indie rock,music,indie rock,41393.86613,41424.79167
2000,5080,successful,US,USD,1416542400,1415472953,FALSE,99,TRUE,254,51.31313131,music/indie rock,music,indie rock,41951.58047,41963.95833
2200,2355,successful,US,USD,1359176974,1356584974,FALSE,44,TRUE,107.0454545,53.52272727,music/indie rock,music,indie rock,41270.00664,41300.00664
2000,2154.66,successful,US,USD,1415815393,1413997393,FALSE,58,TRUE,107.733,37.14931034,music/indie rock,music,indie rock,41934.50223,41955.5439
16000,17170,successful,US,USD,1347249300,1344917580,FALSE,191,TRUE,107.3125,89.89528796,music/indie rock,music,indie rock,41134.96736,41161.95486
4000,4261,successful,US,USD,1436115617,1433523617,FALSE,40,TRUE,106.525,106.525,music/indie rock,music,indie rock,42160.5002,42190.5002
2000,2007,successful,US,USD,1401253140,1398873969,FALSE,38,TRUE,100.35,52.81578947,music/indie rock,music,indie rock,41759.4626,41786.99931
2000,2130,successful,US,USD,1313370000,1307594625,FALSE,39,TRUE,106.5,54.61538462,music/indie rock,music,indie rock,40702.98872,40769.83333
300,300,successful,US,USD,1366064193,1364854593,FALSE,11,TRUE,100,27.27272727,music/indie rock,music,indie rock,41365.71983,41379.71983
7000,7340,successful,US,USD,1411505176,1408481176,FALSE,107,TRUE,104.8571429,68.59813084,music/indie rock,music,indie rock,41870.65713,41905.65713
5000,5235,successful,US,USD,1291870740,1286480070,FALSE,147,TRUE,104.7,35.6122449,music/indie rock,music,indie rock,40458.60729,40520.99931
1500,3385,successful,US,USD,1298167001,1295575001,FALSE,36,TRUE,225.6666667,94.02777778,music/indie rock,music,indie rock,40563.8727,40593.8727
48000,48434,successful,US,USD,1349203203,1345056003,FALSE,92,TRUE,100.9041667,526.4565217,music/indie rock,music,indie rock,41136.56948,41184.56948
1200,1773,successful,US,USD,1445921940,1444699549,FALSE,35,TRUE,147.75,50.65714286,music/indie rock,music,indie rock,42289.85126,42303.99931
1000,1346.11,successful,US,USD,1311538136,1308946136,FALSE,17,TRUE,134.611,79.18294118,music/indie rock,music,indie rock,40718.6312,40748.6312
2000,2015,successful,US,USD,1345086445,1342494445,FALSE,22,TRUE,100.75,91.59090909,music/indie rock,music,indie rock,41106.92182,41136.92182
8000,8070.43,successful,US,USD,1388617736,1384384136,FALSE,69,TRUE,100.880375,116.9627536,music/indie rock,music,indie rock,41591.7562,41640.7562
50000,284,failed,CH,CHF,1484156948,1481564948,FALSE,10,FALSE,0.568,28.4,games/video games,games,video games,42716.53412,42746.53412
80000,310,failed,MX,MXN,1483773169,1481181169,FALSE,3,FALSE,0.3875,103.3333333,games/video games,games,video games,42712.09223,42742.09223
500,50,failed,US,USD,1268636340,1263982307,FALSE,5,FALSE,10,10,games/video games,games,video games,40198.21652,40252.08264
1100,115,failed,US,USD,1291093200,1286930435,FALSE,5,FALSE,10.45454545,23,games/video games,games,video games,40463.81985,40512
60000,852,failed,US,USD,1438734833,1436142833,FALSE,27,FALSE,1.42,31.55555556,games/video games,games,video games,42190.8152,42220.8152
20000,10,failed,US,USD,1418080887,1415488887,FALSE,2,FALSE,0.05,5,games/video games,games,video games,41951.7649,41981.7649
28000,8076,failed,GB,GBP,1426158463,1423570063,FALSE,236,FALSE,28.84285714,34.22033898,games/video games,games,video games,42045.29703,42075.25536
15000,25,failed,CA,CAD,1411324369,1406140369,FALSE,1,FALSE,0.166666667,25,games/video games,games,video games,41843.56446,41903.56446
2000,236,failed,US,USD,1457570100,1454978100,FALSE,12,FALSE,11.8,19.66666667,games/video games,games,video games,42408.81597,42438.81597
42000,85,failed,US,USD,1408154663,1405130663,FALSE,4,FALSE,0.202380952,21.25,games/video games,games,video games,41831.87804,41866.87804
500,25,failed,US,USD,1436677091,1434085091,FALSE,3,FALSE,5,8.333333333,games/video games,games,video games,42166.99874,42196.99874
100000,2112.99,failed,US,USD,1391427692,1388835692,FALSE,99,FALSE,2.11299,21.34333333,games/video games,games,video games,41643.27884,41673.27884
1000,16,failed,US,USD,1303628340,1300328399,FALSE,3,FALSE,1.6,5.333333333,games/video games,games,video games,40618.88888,40657.08264
6000,104,failed,US,USD,1367097391,1364505391,FALSE,3,FALSE,1.733333333,34.66666667,games/video games,games,video games,41361.67814,41391.67814
5000,478,failed,US,USD,1349392033,1346800033,FALSE,22,FALSE,9.56,21.72727273,games/video games,games,video games,41156.75501,41186.75501
80000,47.69,failed,US,USD,1382184786,1379592786,FALSE,4,FALSE,0.0596125,11.9225,games/video games,games,video games,41536.30076,41566.30076
50000,14203,failed,CA,CAD,1417804229,1415212229,FALSE,534,FALSE,28.406,26.59737828,games/video games,games,video games,41948.56284,41978.56284
1000,128,failed,GB,GBP,1383959939,1381364339,FALSE,12,FALSE,12.8,10.66666667,games/video games,games,video games,41556.80485,41586.84652
30000,1626,failed,US,USD,1478196008,1475604008,FALSE,56,FALSE,5.42,29.03571429,games/video games,games,video games,42647.54176,42677.54176
500000,560,failed,US,USD,1357934424,1355342424,FALSE,11,FALSE,0.112,50.90909091,games/video games,games,video games,41255.62528,41285.62528
15000,0,failed,US,USD,1415947159,1413351559,FALSE,0,FALSE,0,0,games/video games,games,video games,41927.0273,41957.06897
10500,601,failed,DE,EUR,1451494210,1449075010,FALSE,12,FALSE,5.723809524,50.08333333,games/video games,games,video games,42340.49317,42368.49317
2000,225,failed,US,USD,1279738800,1275599812,FALSE,5,FALSE,11.25,45,games/video games,games,video games,40332.67838,40380.58333
35500,607,failed,US,USD,1379164040,1376399240,FALSE,24,FALSE,1.709859155,25.29166667,games/video games,games,video games,41499.33843,41531.33843
15000,4565,failed,US,USD,1385534514,1382938914,FALSE,89,FALSE,30.43333333,51.29213483,games/video games,games,video games,41575.0291,41605.07076
5000,1,failed,US,USD,1455207510,1453997910,FALSE,1,FALSE,0.02,1,games/video games,games,video games,42397.47118,42411.47118
390000,2716,failed,US,USD,1416125148,1413356748,FALSE,55,FALSE,0.696410256,49.38181818,games/video games,games,video games,41927.08736,41959.12903
100,2,failed,GB,GBP,1427992582,1425404182,FALSE,2,FALSE,2,1,games/video games,games,video games,42066.52525,42096.48359
2000,0,failed,US,USD,1280534400,1277512556,FALSE,0,FALSE,0,0,games/video games,games,video games,40354.81662,40389.79167
50000,405,failed,NO,NOK,1468392599,1465800599,FALSE,4,FALSE,0.81,101.25,games/video games,games,video games,42534.07638,42564.07638
45000,118,failed,US,USD,1467231614,1464639614,FALSE,6,FALSE,0.262222222,19.66666667,games/video games,games,video games,42520.63905,42550.63905
30000,50,failed,US,USD,1394909909,1392321509,FALSE,4,FALSE,0.166666667,12.5,games/video games,games,video games,41683.62395,41713.58228
372625,34,failed,US,USD,1420876740,1417470718,FALSE,4,FALSE,0.009124455,8.5,games/video games,games,video games,41974.70275,42014.12431
250,2,failed,US,USD,1390921827,1389193827,FALSE,2,FALSE,0.8,1,games/video games,games,video games,41647.42392,41667.42392
5000,115,failed,GB,GBP,1459443385,1456854985,FALSE,5,FALSE,2.3,23,games/video games,games,video games,42430.53918,42460.49751
56000,1493,failed,US,USD,1379363406,1375475406,FALSE,83,FALSE,2.666071429,17.98795181,games/video games,games,video games,41488.6459,41533.6459
75000,21144,failed,US,USD,1482479940,1479684783,FALSE,57,FALSE,28.192,370.9473684,games/video games,games,video games,42694.77295,42727.12431
300000,19770.11,failed,US,USD,1360009774,1356121774,FALSE,311,FALSE,6.590036667,63.56948553,games/video games,games,video games,41264.64553,41309.64553
3600,26,failed,US,USD,1310837574,1308245574,FALSE,2,FALSE,0.722222222,13,games/video games,games,video games,40710.52285,40740.52285
10000,85,failed,US,USD,1337447105,1334855105,FALSE,16,FALSE,0.85,5.3125,games/video games,games,video games,41018.50353,41048.50353
400,463,successful,US,USD,1443040059,1440448059,FALSE,13,TRUE,115.75,35.61538462,music/rock,music,rock,42240.6442,42270.6442
4500,5052,successful,US,USD,1406226191,1403547791,FALSE,58,TRUE,112.2666667,87.10344828,music/rock,music,rock,41813.55777,41844.55777
2500,3305,successful,US,USD,1433735400,1429306520,FALSE,44,TRUE,132.2,75.11363636,music/rock,music,rock,42111.6912,42162.95139
5500,5645,successful,US,USD,1466827140,1464196414,FALSE,83,TRUE,102.6363636,68.01204819,music/rock,music,rock,42515.50942,42545.95764
2500,3466,successful,FR,EUR,1460127635,1457539235,FALSE,117,TRUE,138.64,29.62393162,music/rock,music,rock,42438.45874,42468.41707
2000,2932,successful,US,USD,1417813618,1413922018,FALSE,32,TRUE,146.6,91.625,music/rock,music,rock,41933.62984,41978.6715
150,180,successful,US,USD,1347672937,1346463337,FALSE,8,TRUE,120,22.5,music/rock,music,rock,41152.85807,41166.85807
18000,21884.69,successful,US,USD,1486702800,1484058261,FALSE,340,TRUE,121.5816111,64.36673529,music/rock,music,rock,42745.39191,42776
153,153,successful,US,USD,1488473351,1488214151,FALSE,7,TRUE,100,21.85714286,music/rock,music,rock,42793.49249,42796.49249
350,633,successful,US,USD,1440266422,1436810422,FALSE,19,TRUE,180.8571429,33.31578947,music/rock,music,rock,42198.54192,42238.54192
4000,4243,successful,US,USD,1434949200,1431903495,FALSE,47,TRUE,106.075,90.27659574,music/rock,music,rock,42141.74878,42177
1000,1000,successful,US,USD,1429365320,1426773320,FALSE,13,TRUE,100,76.92307692,music/rock,music,rock,42082.37176,42112.37176
4200,5331,successful,US,USD,1378785540,1376066243,FALSE,90,TRUE,126.9285714,59.23333333,music/rock,music,rock,41495.48429,41526.95764
4000,4119,successful,GB,GBP,1462453307,1459861307,FALSE,63,TRUE,102.975,65.38095238,music/rock,music,rock,42465.33457,42495.33457
700,1750,successful,US,USD,1469059986,1468455186,FALSE,26,TRUE,250,67.30769231,music/rock,music,rock,42564.80076,42571.80076
5000,6301,successful,US,USD,1430579509,1427987509,FALSE,71,TRUE,126.02,88.74647887,music/rock,music,rock,42096.42487,42126.42487
2500,2503,successful,US,USD,1465192867,1463032867,FALSE,38,TRUE,100.12,65.86842105,music/rock,music,rock,42502.04244,42527.04244
25000,34660,successful,US,USD,1484752597,1482160597,FALSE,859,TRUE,138.64,40.34924331,music/rock,music,rock,42723.42821,42753.42821
1000,1614,successful,US,USD,1428725192,1426133192,FALSE,21,TRUE,161.4,76.85714286,music/rock,music,rock,42074.96287,42104.96287
5000,5359.21,successful,US,USD,1447434268,1443801868,FALSE,78,TRUE,107.1842,68.70782051,music/rock,music,rock,42279.46144,42321.5031
2000,3062,successful,US,USD,1487635653,1486426053,FALSE,53,TRUE,153.1,57.77358491,games/tabletop games,games,tabletop games,42772.79691,42786.79691
3000,15725,successful,CA,CAD,1412285825,1409261825,FALSE,356,TRUE,524.1666667,44.17134831,games/tabletop games,games,tabletop games,41879.69242,41914.69242
1800,8807,successful,US,USD,1486616400,1484037977,FALSE,279,TRUE,489.2777778,31.56630824,games/tabletop games,games,tabletop games,42745.15714,42775
10000,28474,successful,US,USD,1453737600,1452530041,TRUE,266,TRUE,284.74,107.0451128,games/tabletop games,games,tabletop games,42380.48196,42394.45833
5000,92848.5,successful,GB,GBP,1364286239,1360830239,FALSE,623,TRUE,1856.97,149.0345104,games/tabletop games,games,tabletop games,41319.14166,41359.14166
20000,21935,successful,US,USD,1473213600,1470062743,FALSE,392,TRUE,109.675,55.95663265,games/tabletop games,games,tabletop games,42583.40675,42619.875
20000,202928.5,successful,US,USD,1428033540,1425531666,TRUE,3562,TRUE,1014.6425,56.97038181,games/tabletop games,games,tabletop games,42068.00076,42096.95764
5494,22645,successful,AU,AUD,1477414800,1474380241,FALSE,514,TRUE,412.1769203,44.05642023,games/tabletop games,games,tabletop games,42633.37779,42668.5
1200,6039,successful,GB,GBP,1461276000,1460055300,FALSE,88,TRUE,503.25,68.625,games/tabletop games,games,tabletop games,42467.57986,42481.70833
19000,35076,successful,US,USD,1458716340,1455721204,FALSE,537,TRUE,184.6105263,65.31843575,games/tabletop games,games,tabletop games,42417.41671,42452.08264
750,898,successful,GB,GBP,1487102427,1486065627,FALSE,25,TRUE,119.7333333,35.92,games/tabletop games,games,tabletop games,42768.62531,42780.62531
12000,129748.82,successful,GB,GBP,1481842800,1479414344,FALSE,3238,TRUE,1081.240167,40.07066708,games/tabletop games,games,tabletop games,42691.64287,42719.75
15000,67856,successful,US,USD,1479704340,1477043072,FALSE,897,TRUE,452.3733333,75.6477146,games/tabletop games,games,tabletop games,42664.19759,42694.99931
10000,53737,successful,US,USD,1459012290,1456423890,FALSE,878,TRUE,537.37,61.20387244,games/tabletop games,games,tabletop games,42425.54965,42455.50799
4600,5535,successful,US,USD,1439317900,1436725900,FALSE,115,TRUE,120.326087,48.13043478,games/tabletop games,games,tabletop games,42197.56366,42227.56366
14000,15937,successful,US,USD,1480662000,1478000502,FALSE,234,TRUE,113.8357143,68.10683761,games/tabletop games,games,tabletop games,42675.27896,42706.08333
30000,285309.33,successful,US,USD,1425132059,1422540059,FALSE,4330,TRUE,951.0311,65.89130023,games/tabletop games,games,tabletop games,42033.37568,42063.37568
40000,53157,successful,US,USD,1447507200,1444911600,FALSE,651,TRUE,132.8925,81.65437788,games/tabletop games,games,tabletop games,42292.30556,42322.34722
9000,13228,successful,IE,EUR,1444903198,1442311198,TRUE,251,TRUE,146.9777778,52.70119522,games/tabletop games,games,tabletop games,42262.20831,42292.20831
2000,10843,successful,GB,GBP,1436151600,1433775668,FALSE,263,TRUE,542.15,41.22813688,games/tabletop games,games,tabletop games,42163.41745,42190.91667
110,420.99,successful,GB,GBP,1358367565,1357157965,FALSE,28,TRUE,382.7181818,15.03535714,music/electronic music,music,electronic music,41276.63848,41290.63848
4000,28167.25,successful,US,USD,1351801368,1349209368,FALSE,721,TRUE,704.18125,39.06692094,music/electronic music,music,electronic music,41184.64083,41214.64083
2000,2191,successful,CA,CAD,1443127082,1440535082,FALSE,50,TRUE,109.55,43.82,music/electronic music,music,electronic music,42241.65141,42271.65141
1500,1993,successful,US,USD,1362814119,1360222119,FALSE,73,TRUE,132.8666667,27.30136986,music/electronic music,music,electronic music,41312.10323,41342.10323
750,1140,successful,US,USD,1338579789,1335987789,FALSE,27,TRUE,152,42.22222222,music/electronic music,music,electronic music,41031.6133,41061.6133
1100,1130,successful,US,USD,1334556624,1333001424,FALSE,34,TRUE,102.7272727,33.23529412,music/electronic music,music,electronic music,40997.04889,41015.04889
2000,2000,successful,US,USD,1384580373,1381984773,FALSE,7,TRUE,100,285.7142857,music/electronic music,music,electronic music,41563.9858,41594.02747
1000,1016,successful,US,USD,1333771200,1328649026,FALSE,24,TRUE,101.6,42.33333333,music/electronic music,music,electronic music,40946.67391,41005.95833
500,754,successful,GB,GBP,1397516400,1396524644,FALSE,15,TRUE,150.8,50.26666667,music/electronic music,music,electronic music,41732.27134,41743.75
4000,4457,successful,US,USD,1334424960,1329442510,FALSE,72,TRUE,111.425,61.90277778,music/electronic music,music,electronic music,40955.85775,41013.525
2500,4890,successful,US,USD,1397113140,1395168625,FALSE,120,TRUE,195.6,40.75,music/electronic music,music,electronic music,41716.57668,41739.08264
6000,6863,successful,US,USD,1383526800,1380650177,FALSE,123,TRUE,114.3833333,55.79674797,music/electronic music,music,electronic music,41548.53909,41581.83333
5,10,successful,US,USD,1431719379,1429127379,FALSE,1,TRUE,200,10,music/electronic music,music,electronic music,42109.61781,42139.61781
600,1755.01,successful,US,USD,1391713248,1389121248,FALSE,24,TRUE,292.5016667,73.12541667,music/electronic music,music,electronic music,41646.58389,41676.58389
550,860,successful,US,USD,1331621940,1329671572,FALSE,33,TRUE,156.3636364,26.06060606,music/electronic music,music,electronic music,40958.50894,40981.08264
300,317,successful,US,USD,1437674545,1436464945,FALSE,14,TRUE,105.6666667,22.64285714,music/electronic music,music,electronic music,42194.54334,42208.54334
420,425,successful,US,USD,1446451200,1445539113,FALSE,9,TRUE,101.1904762,47.22222222,music/electronic music,music,electronic music,42299.56844,42310.125
2000,2456.66,successful,US,USD,1346198400,1344281383,FALSE,76,TRUE,122.833,32.32447368,music/electronic music,music,electronic music,41127.60397,41149.79167
1000,1015,successful,US,USD,1440004512,1437412512,FALSE,19,TRUE,101.5,53.42105263,music/electronic music,music,electronic music,42205.51056,42235.51056
3500,3540,successful,US,USD,1374888436,1372296436,FALSE,69,TRUE,101.1428571,51.30434783,music/electronic music,music,electronic music,41451.85227,41481.85227
7500,8109,successful,US,USD,1461369600,1458748809,FALSE,218,TRUE,108.12,37.19724771,games/tabletop games,games,tabletop games,42452.45844,42482.79167
500,813,successful,US,USD,1327776847,1325184847,FALSE,30,TRUE,162.6,27.1,games/tabletop games,games,tabletop games,40906.57925,40936.57925
19500,20631,successful,CA,CAD,1435418568,1432826568,FALSE,100,TRUE,105.8,206.31,games/tabletop games,games,tabletop games,42152.4325,42182.4325
10000,24315,successful,US,USD,1477767600,1475337675,FALSE,296,TRUE,243.15,82.14527027,games/tabletop games,games,tabletop games,42644.4592,42672.58333
21000,198415.01,successful,GB,GBP,1411326015,1408734015,FALSE,1204,TRUE,944.833381,164.7965199,games/tabletop games,games,tabletop games,41873.58351,41903.58351
18000,19523.31,successful,US,USD,1455253140,1452625822,FALSE,321,TRUE,108.4628333,60.82028037,games/tabletop games,games,tabletop games,42381.59053,42411.99931
13000,20459,successful,GB,GBP,1384374155,1381778555,FALSE,301,TRUE,157.3769231,67.97009967,games/tabletop games,games,tabletop games,41561.59902,41591.64068
1000,11744.9,successful,DE,EUR,1439707236,1437115236,FALSE,144,TRUE,1174.49,81.56180556,games/tabletop games,games,tabletop games,42202.06986,42232.06986
8012,13704.33,successful,US,USD,1378180800,1375113391,FALSE,539,TRUE,171.0475537,25.4254731,games/tabletop games,games,tabletop games,41484.45591,41519.95833
8500,10706,successful,US,USD,1398460127,1395868127,FALSE,498,TRUE,125.9529412,21.49799197,games/tabletop games,games,tabletop games,41724.67277,41754.67277
2500,30303.24,successful,US,USD,1372136400,1369864301,FALSE,1113,TRUE,1212.1296,27.22663073,games/tabletop games,games,tabletop games,41423.70256,41450
5000,24790,successful,US,USD,1405738800,1402945408,FALSE,988,TRUE,495.8,25.09109312,games/tabletop games,games,tabletop games,41806.58574,41838.91667
2500,8301,successful,GB,GBP,1450051200,1448269539,FALSE,391,TRUE,332.04,21.23017903,games/tabletop games,games,tabletop games,42331.17059,42351.79167
100,1165,successful,US,USD,1483645647,1481053647,FALSE,28,TRUE,1165,41.60714286,games/tabletop games,games,tabletop games,42710.61628,42740.61628
13000,19931,successful,CA,CAD,1427585511,1424997111,FALSE,147,TRUE,153.3153846,135.585034,games/tabletop games,games,tabletop games,42061.81378,42091.77212
2800,15039,successful,US,USD,1454338123,1451746123,FALSE,680,TRUE,537.1071429,22.11617647,games/tabletop games,games,tabletop games,42371.40883,42401.40883
18000,63527,successful,US,USD,1415779140,1412294683,FALSE,983,TRUE,352.9277778,64.62563581,games/tabletop games,games,tabletop games,41914.79494,41955.12431
4000,5496,successful,DE,EUR,1489157716,1486565716,FALSE,79,TRUE,137.4,69.56962025,games/tabletop games,games,tabletop games,42774.41338,42804.41338
25000,32006.67,successful,US,USD,1385870520,1382742014,FALSE,426,TRUE,128.02668,75.13302817,games/tabletop games,games,tabletop games,41572.75016,41608.95972
5000,13534,successful,US,USD,1461354544,1458762544,FALSE,96,TRUE,270.68,140.9791667,games/tabletop games,games,tabletop games,42452.61741,42482.61741
1000,8064,successful,GB,GBP,1488484300,1485892300,FALSE,163,TRUE,806.4,49.47239264,games/tabletop games,games,tabletop games,42766.61921,42796.61921
10000,136009.76,successful,US,USD,1385521320,1382449733,FALSE,2525,TRUE,1360.0976,53.86525149,games/tabletop games,games,tabletop games,41569.36728,41604.91806
1,9302.5,successful,US,USD,1489374000,1488823290,FALSE,2035,TRUE,930250,4.571253071,games/tabletop games,games,tabletop games,42800.54271,42806.91667
5000,18851,successful,US,USD,1476649800,1475609946,FALSE,290,TRUE,377.02,65.00344828,games/tabletop games,games,tabletop games,42647.61049,42659.64583
4000,105881,successful,US,USD,1393005600,1390323617,FALSE,1980,TRUE,2647.025,53.47525253,games/tabletop games,games,tabletop games,41660.5002,41691.54167
2500,2503,successful,GB,GBP,1441393210,1438801210,FALSE,57,TRUE,100.12,43.9122807,games/tabletop games,games,tabletop games,42221.58345,42251.58345
18500,19324,successful,US,USD,1438185565,1436975965,FALSE,380,TRUE,104.4540541,50.85263158,games/tabletop games,games,tabletop games,42200.45793,42214.45793
7000,7505,successful,GB,GBP,1481749278,1479157278,FALSE,128,TRUE,107.2142857,58.6328125,games/tabletop games,games,tabletop games,42688.66757,42718.66757
3500,5907,successful,US,USD,1364917965,1362329565,FALSE,180,TRUE,168.7714286,32.81666667,games/tabletop games,games,tabletop games,41336.49497,41366.4533
25000,243778,successful,US,USD,1480727273,1478131673,FALSE,571,TRUE,975.112,426.9316988,games/tabletop games,games,tabletop games,42676.79714,42706.83881
8500,11428.19,successful,US,USD,1408177077,1406362677,FALSE,480,TRUE,134.4492941,23.80872917,games/tabletop games,games,tabletop games,41846.13747,41867.13747
9000,24505,successful,ES,EUR,1470469938,1469173938,FALSE,249,TRUE,272.2777778,98.41365462,games/tabletop games,games,tabletop games,42573.11965,42588.11965
8000,9015,successful,US,USD,1447862947,1445267347,FALSE,84,TRUE,112.6875,107.3214286,games/tabletop games,games,tabletop games,42296.423,42326.46466
500,2299,successful,US,USD,1485271968,1484667168,FALSE,197,TRUE,459.8,11.67005076,games/tabletop games,games,tabletop games,42752.43944,42759.43944
3950,11323,successful,US,USD,1462661451,1460069451,FALSE,271,TRUE,286.6582278,41.78228782,games/tabletop games,games,tabletop games,42467.74365,42497.74365
480,1069,successful,GB,GBP,1479811846,1478602246,FALSE,50,TRUE,222.7083333,21.38,games/tabletop games,games,tabletop games,42682.24359,42696.24359
2500,15903.5,successful,GB,GBP,1466377200,1463351329,FALSE,169,TRUE,636.14,94.1035503,games/tabletop games,games,tabletop games,42505.72834,42540.75
2200,3223,successful,US,USD,1434045687,1431453687,FALSE,205,TRUE,146.5,15.72195122,games/tabletop games,games,tabletop games,42136.54267,42166.54267
1000,18671,successful,GB,GBP,1481224736,1480360736,FALSE,206,TRUE,1867.1,90.63592233,games/tabletop games,games,tabletop games,42702.59648,42712.59648
2500,8173,successful,US,USD,1395876250,1393287850,FALSE,84,TRUE,326.92,97.29761905,games/tabletop games,games,tabletop games,41694.80845,41724.76678
1000,7795,successful,AU,AUD,1487093020,1485278620,FALSE,210,TRUE,779.5,37.11904762,games/tabletop games,games,tabletop games,42759.51644,42780.51644
3300,5087,successful,US,USD,1416268800,1413295358,FALSE,181,TRUE,154.1515152,28.10497238,games/tabletop games,games,tabletop games,41926.37683,41960.79167
7500,8666,successful,SE,SEK,1422734313,1420919913,FALSE,60,TRUE,115.5466667,144.4333333,games/tabletop games,games,tabletop games,42014.62399,42035.62399
6000,10802,successful,US,USD,1463972400,1462543114,FALSE,445,TRUE,180.0333333,24.2741573,games/tabletop games,games,tabletop games,42496.374,42512.91667
200,597,successful,GB,GBP,1479846507,1479241707,FALSE,17,TRUE,298.5,35.11764706,games/tabletop games,games,tabletop games,42689.64476,42696.64476
1500,4804,successful,US,USD,1461722400,1460235592,FALSE,194,TRUE,320.2666667,24.7628866,games/tabletop games,games,tabletop games,42469.66657,42486.875
20000,76105,successful,US,USD,1419123600,1416945297,FALSE,404,TRUE,380.525,188.3787129,games/tabletop games,games,tabletop games,41968.62149,41993.83333
28000,28728,successful,US,USD,1489283915,1486691915,FALSE,194,TRUE,102.6,148.0824742,games/tabletop games,games,tabletop games,42775.87402,42805.87402
2500,45041,successful,US,USD,1488862800,1486745663,FALSE,902,TRUE,1801.64,49.9345898,games/tabletop games,games,tabletop games,42776.4961,42801
25000,180062,successful,US,USD,1484085540,1482353513,FALSE,1670,TRUE,720.248,107.8215569,games/tabletop games,games,tabletop games,42725.66103,42745.70764
20000,56618,successful,US,USD,1481328004,1478736004,FALSE,1328,TRUE,283.09,42.63403614,games/tabletop games,games,tabletop games,42683.79171,42713.79171
1000,13566,successful,US,USD,1449506836,1446914836,FALSE,944,TRUE,1356.6,14.37076271,games/tabletop games,games,tabletop games,42315.49116,42345.49116
2500,5509,successful,CA,CAD,1489320642,1487164242,FALSE,147,TRUE,220.36,37.47619048,games/tabletop games,games,tabletop games,42781.34076,42806.2991
2500,2990,successful,US,USD,1393156857,1390564857,FALSE,99,TRUE,119.6,30.2020202,games/tabletop games,games,tabletop games,41663.29233,41693.29233
650,2650.5,successful,GB,GBP,1419259679,1416667679,FALSE,79,TRUE,407.7692308,33.55063291,games/tabletop games,games,tabletop games,41965.40832,41995.40832
4589,4856,successful,US,USD,1388936289,1386344289,FALSE,75,TRUE,105.8182611,64.74666667,games/tabletop games,games,tabletop games,41614.44316,41644.44316
8500,11992,successful,US,USD,1330359423,1327767423,FALSE,207,TRUE,141.0823529,57.93236715,games/tabletop games,games,tabletop games,40936.47017,40966.47017
2000,5414,successful,IT,EUR,1451861940,1448902867,FALSE,102,TRUE,270.7,53.07843137,games/tabletop games,games,tabletop games,42338.50078,42372.74931
1000,1538,successful,US,USD,1423022400,1421436099,FALSE,32,TRUE,153.8,48.0625,games/tabletop games,games,tabletop games,42020.59837,42038.95833
9800,39550.5,successful,US,USD,1442501991,1439909991,FALSE,480,TRUE,403.5765306,82.396875,games/tabletop games,games,tabletop games,42234.41656,42264.41656
300,555,successful,US,USD,1311576600,1306219897,FALSE,11,TRUE,185,50.45454545,music/rock,music,rock,40687.07751,40749.07639
750,1390,successful,US,USD,1452744686,1447560686,FALSE,12,TRUE,185.3333333,115.8333333,music/rock,music,rock,42322.96627,42382.96627
3000,3025.66,successful,US,USD,1336528804,1331348404,FALSE,48,TRUE,100.8553333,63.03458333,music/rock,music,rock,40977.91671,41037.87505
6000,6373.27,successful,US,USD,1299902400,1297451245,FALSE,59,TRUE,106.2211667,108.0215254,music/rock,music,rock,40585.58848,40613.95833
3000,3641,successful,US,USD,1340944043,1338352043,FALSE,79,TRUE,121.3666667,46.08860759,music/rock,music,rock,41058.97735,41088.97735
1500,1501,successful,US,USD,1378439940,1376003254,FALSE,14,TRUE,100.0666667,107.2142857,music/rock,music,rock,41494.75525,41522.95764
4500,5398.99,successful,US,USD,1403539260,1401724860,FALSE,106,TRUE,119.9775556,50.93386792,music/rock,music,rock,41792.45903,41813.45903
1000,1001,successful,US,USD,1340733600,1339098689,FALSE,25,TRUE,100.1,40.04,music/rock,music,rock,41067.61909,41086.54167
1500,1611,successful,US,USD,1386372120,1382659060,FALSE,25,TRUE,107.4,64.44,music/rock,music,rock,41571.79005,41614.76528
1500,1561,successful,US,USD,1259686800,1252908330,FALSE,29,TRUE,104.0666667,53.82758621,music/rock,music,rock,40070.04549,40148.5
2500,4320,successful,US,USD,1335153600,1332199618,FALSE,43,TRUE,172.8,100.4651163,music/rock,music,rock,40987.76873,41021.95833
2000,2145.01,successful,US,USD,1334767476,1332175476,FALSE,46,TRUE,107.2505,46.63065217,music/rock,music,rock,40987.48931,41017.48931
850,920,successful,US,USD,1348545540,1346345999,FALSE,27,TRUE,108.2352941,34.07407407,music/rock,music,rock,41151.49999,41176.95764
5000,7304.04,successful,US,USD,1358702480,1356110480,FALSE,112,TRUE,146.0808,65.21464286,music/rock,music,rock,41264.51481,41294.51481
1200,1503,successful,US,USD,1359240856,1356648856,FALSE,34,TRUE,125.25,44.20588235,music/rock,music,rock,41270.74602,41300.74602
7000,10435,successful,US,USD,1330018426,1326994426,FALSE,145,TRUE,149.0714286,71.96551724,music/rock,music,rock,40927.52345,40962.52345
